i,split,status,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,use_cache,determinism,model,dataset,pop_size,generations,halloffame_ratio,allowed_mutations,timestamp
3,"(None, 5, 0)",bad,"207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,295","207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,2043","sync_207,sync_382,sync_771,sync_1622,sync_200,sync_178,sync_135,sync_316,sync_1309,sync_185,sync_23,sync_866,sync_2495,sync_724,sync_1121,sync_1493,sync_649,sync_697,sync_1652,sync_2456,sync_1664,sync_634,sync_548,sync_1595,sync_97,sync_45,sync_612,sync_999,sync_744,sync_78,sync_749,sync_377,sync_715,sync_990,sync_991,sync_616,sync_1009,sync_1006,sync_734,sync_539,sync_65,sync_323,sync_971,sync_677,sync_1004,sync_587,sync_841,sync_1475,sync_656,del_295,add_2043",2,1004,1004,26.692012071609497,11.417657136917114,0.3510582447052002,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
4,"(0, None, 5)",NoTargetStatesError,"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058","207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,2043","sync_207,sync_382,sync_771,sync_1622,sync_200,sync_178,sync_135,sync_316,sync_1309,sync_185,sync_23,sync_866,sync_2495,sync_724,sync_1121,sync_1493,sync_649,sync_697,sync_1652,sync_2456,sync_1664,sync_634,sync_548,sync_1595,sync_97,sync_45,sync_612,sync_999,sync_744,sync_78,sync_749,sync_377,sync_715,sync_990,sync_991,sync_616,sync_1009,sync_1006,sync_734,sync_539,sync_65,sync_323,sync_971,sync_677,sync_1004,sync_587,sync_841,sync_1475,sync_656,del_295,add_2043",2,1064,1004,26.41594910621643,11.417657136917114,0.3510582447052002,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
4,"(None, None, 5)",NoTargetStatesError,"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058","207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,2043","sync_207,sync_382,sync_771,sync_1622,sync_200,sync_178,sync_135,sync_316,sync_1309,sync_185,sync_23,sync_866,sync_2495,sync_724,sync_1121,sync_1493,sync_649,sync_697,sync_1652,sync_2456,sync_1664,sync_634,sync_548,sync_1595,sync_97,sync_45,sync_612,sync_999,sync_744,sync_78,sync_749,sync_377,sync_715,sync_990,sync_991,sync_616,sync_1009,sync_1006,sync_734,sync_539,sync_65,sync_323,sync_971,sync_677,sync_1004,sync_587,sync_841,sync_1475,sync_656,del_295,add_2043",2,1064,1004,26.41594910621643,11.417657136917114,0.3510582447052002,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
4,"(None, 5, 0)",good,"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058","755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,2825","sync_755,sync_87,sync_1008,sync_1842,sync_1191,sync_1725,sync_2014,sync_1251,sync_760,sync_1838,sync_606,sync_1716,sync_108,sync_1260,sync_1210,sync_1327,sync_1723,sync_565,sync_1064,sync_1724,sync_134,sync_1727,sync_967,sync_1134,sync_2017,sync_879,sync_955,sync_1656,sync_1185,sync_2783,sync_1715,sync_1190,sync_2165,sync_1837,sync_1054,sync_2959,sync_1720,sync_1030,sync_1096,sync_1990,sync_1243,sync_1979,sync_627,sync_2674,sync_1049,sync_2021,sync_2976,sync_3366,sync_935,del_1058,add_2825",2,1064,2032,26.41594910621643,10.383466958999634,0.3354659080505371,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
5,"(0, None, 5)",good,"1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,2055","1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1476,1138,1204,2544,2137,2055","sync_1346,sync_669,sync_648,sync_198,sync_1315,sync_1334,sync_423,sync_1342,sync_658,sync_1773,sync_1380,sync_1175,sync_1089,sync_908,sync_622,sync_2892,sync_3284,sync_2469,sync_2797,sync_811,sync_914,sync_576,sync_2885,sync_2147,sync_2609,sync_1834,sync_2828,sync_1383,sync_1181,sync_700,sync_2206,sync_182,sync_1771,sync_1318,sync_1867,sync_1092,sync_2115,sync_1608,sync_936,sync_1057,sync_1109,sync_2883,sync_1826,sync_2607,add_1476,del_1153,sync_1138,sync_1204,sync_2544,sync_2137,sync_2055",2,1852,1085,26.944046020507812,120.09988808631897,0.3874638080596924,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
5,"(None, None, 5)",good,"1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,2055","1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1476,1138,1204,2544,2137,2055","sync_1346,sync_669,sync_648,sync_198,sync_1315,sync_1334,sync_423,sync_1342,sync_658,sync_1773,sync_1380,sync_1175,sync_1089,sync_908,sync_622,sync_2892,sync_3284,sync_2469,sync_2797,sync_811,sync_914,sync_576,sync_2885,sync_2147,sync_2609,sync_1834,sync_2828,sync_1383,sync_1181,sync_700,sync_2206,sync_182,sync_1771,sync_1318,sync_1867,sync_1092,sync_2115,sync_1608,sync_936,sync_1057,sync_1109,sync_2883,sync_1826,sync_2607,add_1476,del_1153,sync_1138,sync_1204,sync_2544,sync_2137,sync_2055",2,1852,1085,26.944046020507812,62.83115911483765,0.3492090702056885,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
5,"(None, 5, 0)",good,"1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,2055","1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,1476","sync_1346,sync_669,sync_648,sync_198,sync_1315,sync_1334,sync_423,sync_1342,sync_658,sync_1773,sync_1380,sync_1175,sync_1089,sync_908,sync_622,sync_2892,sync_3284,sync_2469,sync_2797,sync_811,sync_914,sync_576,sync_2885,sync_2147,sync_2609,sync_1834,sync_2828,sync_1383,sync_1181,sync_700,sync_2206,sync_182,sync_1771,sync_1318,sync_1867,sync_1092,sync_2115,sync_1608,sync_936,sync_1057,sync_1109,sync_2883,sync_1826,sync_2607,sync_1153,sync_1138,sync_1204,sync_2544,sync_2137,add_1476,del_2055",2,1852,1476,26.944046020507812,15.244226932525635,0.4003560543060303,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
6,"(0, None, 5)",NoTargetStatesError,"3430,1371,658,595,24,339,1238,2572,1232,560,247,1250,744,1451,2233,1241,961,122,986,946","1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,1476","sync_1346,sync_669,sync_648,sync_198,sync_1315,sync_1334,sync_423,sync_1342,sync_658,sync_1773,sync_1380,sync_1175,sync_1089,sync_908,sync_622,sync_2892,sync_3284,sync_2469,sync_2797,sync_811,sync_914,sync_576,sync_2885,sync_2147,sync_2609,sync_1834,sync_2828,sync_1383,sync_1181,sync_700,sync_2206,sync_182,sync_1771,sync_1318,sync_1867,sync_1092,sync_2115,sync_1608,sync_936,sync_1057,sync_1109,sync_2883,sync_1826,sync_2607,sync_1153,sync_1138,sync_1204,sync_2544,sync_2137,add_1476,del_2055",2,961,1476,23.56377100944519,15.244226932525635,0.4003560543060303,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
6,"(None, None, 5)",NoTargetStatesError,"3430,1371,658,595,24,339,1238,2572,1232,560,247,1250,744,1451,2233,1241,961,122,986,946","1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,1476","sync_1346,sync_669,sync_648,sync_198,sync_1315,sync_1334,sync_423,sync_1342,sync_658,sync_1773,sync_1380,sync_1175,sync_1089,sync_908,sync_622,sync_2892,sync_3284,sync_2469,sync_2797,sync_811,sync_914,sync_576,sync_2885,sync_2147,sync_2609,sync_1834,sync_2828,sync_1383,sync_1181,sync_700,sync_2206,sync_182,sync_1771,sync_1318,sync_1867,sync_1092,sync_2115,sync_1608,sync_936,sync_1057,sync_1109,sync_2883,sync_1826,sync_2607,sync_1153,sync_1138,sync_1204,sync_2544,sync_2137,add_1476,del_2055",2,961,1476,23.56377100944519,15.244226932525635,0.4003560543060303,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
6,"(None, 5, 0)",good,"3430,1371,658,595,24,339,1238,2572,1232,560,247,1250,744,1451,2233,1241,961,122,986,946","3430,1371,658,595,24,339,1238,2572,1232,560,247,1250,744,1451,2233,1241,961,122,2406,986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_3430,sync_1371,sync_658,sync_595,sync_24,sync_339,sync_1238,sync_2572,sync_1232,sync_560,sync_247,sync_1250,sync_744,sync_1451,sync_2233,sync_1241,sync_961,sync_122,add_2406,sync_986,del_946",2,961,662,23.56377100944519,33.82608914375305,0.1887679100036621,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
7,"(0, None, 5)",good,"1003,426,920,502,2043,312,219,930,892,45,125,128,140,210,435,670,93,49,137,216,217,1155,65,209,1229,200,644,214,211,712,1081,278,58,1476,196,152,111,588,1836,151,161,896,114,121,80,156,190,1482,149,776","1003,426,920,502,2043,312,219,930,892,45,125,128,140,210,435,670,93,49,137,216,217,1155,65,3176,209,1229,200,644,214,211,712,278,58,1476,196,152,111,588,151,161,896,114,121,80,1116,156,190,1482,149,776","sync_1003,sync_426,sync_920,sync_502,sync_2043,sync_312,sync_219,sync_930,sync_892,sync_45,sync_125,sync_128,sync_140,sync_210,sync_435,sync_670,sync_93,sync_49,sync_137,sync_216,sync_217,sync_1155,sync_65,add_3176,sync_209,sync_1229,sync_200,sync_644,sync_214,sync_211,sync_712,del_1081,sync_278,sync_58,sync_1476,sync_196,sync_152,sync_111,sync_588,del_1836,sync_151,sync_161,sync_896,sync_114,sync_121,sync_80,add_1116,sync_156,sync_190,sync_1482,sync_149,sync_776",4,149,161,26.057209014892578,348.9377429485321,0.5073130130767822,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
7,"(None, None, 5)",good,"1003,426,920,502,2043,312,219,930,892,45,125,128,140,210,435,670,93,49,137,216,217,1155,65,209,1229,200,644,214,211,712,1081,278,58,1476,196,152,111,588,1836,151,161,896,114,121,80,156,190,1482,149,776","1003,426,920,502,2043,312,219,930,892,45,125,128,140,210,435,670,93,49,137,216,217,1155,65,3176,209,1229,200,644,214,211,712,278,58,1476,196,152,111,588,151,161,896,114,121,80,1116,156,190,1482,149,776","sync_1003,sync_426,sync_920,sync_502,sync_2043,sync_312,sync_219,sync_930,sync_892,sync_45,sync_125,sync_128,sync_140,sync_210,sync_435,sync_670,sync_93,sync_49,sync_137,sync_216,sync_217,sync_1155,sync_65,add_3176,sync_209,sync_1229,sync_200,sync_644,sync_214,sync_211,sync_712,del_1081,sync_278,sync_58,sync_1476,sync_196,sync_152,sync_111,sync_588,del_1836,sync_151,sync_161,sync_896,sync_114,sync_121,sync_80,add_1116,sync_156,sync_190,sync_1482,sync_149,sync_776",4,149,161,26.057209014892578,194.87726283073425,0.508314847946167,False,True,BERT4Rec,ml-1m,1024,10,0.2,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')","Wed, 27 Nov 2024 13:04:36"
