i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,split,status,score,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,aligned_gt@1,gt@1,preds_gt@1,score@1,aligned_gt@5,gt@5,preds_gt@5,score@5,aligned_gt@10,gt@10,preds_gt@10,score@10,aligned_gt@20,gt@20,preds_gt@20,score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp,error
69,targeted_uncategorized,None,"798,285,129,733,874,177,510,300,95,259,109,301,885,650,146,612,37,661,187,186,633,111,175,402,257,670","594,285,129,733,874,177,510,300,95,259,109,301,885,650,146,612,37,661,187,714,633,111,175,402,257,341",None,3,None,None,222.108,None,None,None,None,50,733,50,1,0,"50,25,937,497,90","733,236,497,67,568","50,50,50,50,50",1.0,0.0,"50,25,937,497,90,221,210,601,109,661","733,236,497,67,568,857,650,334,274,175","50,50,50,50,50,50,50,50,50,50",1.0,0.0,"50,25,937,497,90,221,210,601,109,661,504,513,181,575,562,100,493,134,358,79","733,236,497,67,568,857,650,334,274,175,670,562,298,493,201,703,241,623,943,330","50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50",1.0,0.0,"(None, 10, 0)",None,None,"798,285,129,733,874,177,510,300,95,259,109,301,885,650,146,612,37,661,187,186,633,111,175,402,257,670","798,285,129,733,874,177,510,300,95,259,109,301,885,650,146,612,37,661,187,186,633,111,175,402,257,341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_798,sync_285,sync_129,sync_733,sync_874,sync_177,sync_510,sync_300,sync_95,sync_259,sync_109,sync_301,sync_885,sync_650,sync_146,sync_612,sync_37,sync_661,sync_187,sync_186,sync_633,sync_111,sync_175,sync_402,sync_257,add_341,del_670",1,None,None,None,2.035,None,25,733,None,0,"25,50,90,109,937","733,236,497,67,568",None,0.972,"25,50,90,109,937,497,221,601,100,210","733,236,497,67,568,857,650,334,274,175",None,0.993,"25,50,90,109,937,497,221,601,100,210,504,943,358,513,562,181,79,171,134,575","733,236,497,67,568,857,650,334,274,175,670,562,298,493,201,703,241,623,943,330",None,1.0,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",
70,targeted_uncategorized,None,"96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,857","96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,702",None,1,None,None,235.968,None,None,None,None,50,857,50,1,0,"50,358,53,190,503","857,72,300,119,102","50,50,50,50,50",1.0,0.0,"50,358,53,190,503,210,372,696,25,356","857,72,300,119,102,612,100,255,67,217","50,50,50,50,50,50,50,50,50,50",1.0,0.0,"50,358,53,190,503,210,372,696,25,356,90,357,13,101,54,32,289,502,472,149","857,72,300,119,102,612,100,255,67,217,274,109,241,755,222,201,497,623,330,162","50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50",1.0,0.0,"(None, 10, 0)",None,None,"96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,857","96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_96,sync_176,sync_41,sync_669,sync_52,sync_217,sync_316,sync_320,sync_157,sync_100,sync_949,sync_254,sync_582,sync_887,sync_439,sync_37,sync_358,sync_240,sync_1052,sync_357,sync_1017,sync_32,sync_187,sync_201,sync_362,sync_186,sync_819,sync_733,sync_25,sync_390,add_132,del_857",1,None,None,None,40.133,None,132,857,None,0,"132,87,25,1107,358","857,72,300,119,102",None,0.0,"132,87,25,1107,358,50,90,53,341,303","857,72,300,119,102,612,100,255,67,217",None,0.808,"132,87,25,1107,358,50,90,53,341,303,18,190,349,107,526,104,13,84,74,1078","857,72,300,119,102,612,100,255,67,217,274,109,241,755,222,201,497,623,330,162",None,0.87,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",
71,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
72,targeted_uncategorized,None,"365,645,299,433,279,199,417,243,1007,168,652,912,763,677,517,871,229,705,972,132,351,166,174,565,127,850,524,775,535,720,894,99,266,41,31,12,936,306,573,52,1092,1012,435,70,769,487,140,815,105,1173","365,645,299,433,279,199,417,243,1007,168,652,912,763,677,517,871,229,705,972,132,351,166,174,565,127,850,524,775,535,720,894,99,266,41,31,12,936,306,573,52,1092,1012,435,70,769,487,140,815,105,325",None,1,None,None,254.557,None,None,None,None,50,394,50,1,0,"50,151,140,158,409","394,707,511,468,515","50,50,50,50,50",1.0,0.0,"50,151,140,158,409,1258,240,201,30,405","394,707,511,468,515,850,573,1160,382,166","50,50,50,50,50,50,50,50,50,50",1.0,0.0,"50,151,140,158,409,1258,240,201,30,405,25,86,362,217,61,190,325,630,492,348","394,707,511,468,515,850,573,1160,382,166,657,556,1092,174,465,435,366,107,565,333","50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50",1.0,0.0,"(None, 10, 0)",None,None,"365,645,299,433,279,199,417,243,1007,168,652,912,763,677,517,871,229,705,972,132,351,166,174,565,127,850,524,775,535,720,894,99,266,41,31,12,936,306,573,52,1092,1012,435,70,769,487,140,815,105,1173","365,645,299,433,279,199,417,243,1007,168,652,912,763,677,517,871,229,705,972,132,351,166,174,565,127,850,524,775,535,720,894,99,266,41,31,12,936,306,573,52,1092,1012,435,70,769,487,140,815,105,309","sync_365,sync_645,sync_299,sync_433,sync_279,sync_199,sync_417,sync_243,sync_1007,sync_168,sync_652,sync_912,sync_763,sync_677,sync_517,sync_871,sync_229,sync_705,sync_972,sync_132,sync_351,sync_166,sync_174,sync_565,sync_127,sync_850,sync_524,sync_775,sync_535,sync_720,sync_894,sync_99,sync_266,sync_41,sync_31,sync_12,sync_936,sync_306,sync_573,sync_52,sync_1092,sync_1012,sync_435,sync_70,sync_769,sync_487,sync_140,sync_815,sync_105,add_309,del_1173",1,None,None,None,56.474,None,612,394,None,0,"612,136,57,664,302","394,707,511,468,515",None,0.0,"612,136,57,664,302,103,162,1191,212,594","394,707,511,468,515,850,573,1160,382,166",None,0.0,"612,136,57,664,302,103,162,1191,212,594,230,160,511,1068,1165,32,362,218,180,307","394,707,511,468,515,850,573,1160,382,166,657,556,1092,174,465,435,366,107,565,333",None,0.0,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",
73,targeted_uncategorized,None,"89,539,467,245,406,196,310,613,57,53,588,101,492,294,240,304,563,481,102,530,151,633,316,58,278,308,480,216,218,322,158,510,162,6,199,94,368,300,358,77,475,183,629,459,574,254,13,290,297,720","89,539,467,245,406,196,310,613,57,53,588,101,492,294,240,304,563,481,102,530,151,633,316,58,278,308,480,216,218,322,158,510,162,6,199,94,368,300,358,77,475,183,629,459,574,254,13,290,297,563",None,1,None,None,252.168,None,None,None,None,50,262,50,1,0,"50,498,32,101,61","262,720,2,492,185","50,50,50,50,50",1.0,0.0,"50,498,32,101,61,158,131,362,96,52","262,720,2,492,185,131,752,326,5,961","50,50,50,50,50,50,50,50,50,50",1.0,0.0,"50,498,32,101,61,158,131,362,96,52,720,262,481,574,253,210,461,9,290,176","262,720,2,492,185,131,752,326,5,961,512,281,140,270,253,882,1168,158,96,290","50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50",1.0,0.0,"(None, 10, 0)",None,None,"89,539,467,245,406,196,310,613,57,53,588,101,492,294,240,304,563,481,102,530,151,633,316,58,278,308,480,216,218,322,158,510,162,6,199,94,368,300,358,77,475,183,629,459,574,254,13,290,297,720","89,539,467,245,406,196,310,613,57,53,588,101,492,294,240,304,563,481,102,530,151,633,316,58,278,308,480,216,218,322,158,510,162,6,199,94,368,300,358,77,475,183,629,459,574,254,13,290,297,340","sync_89,sync_539,sync_467,sync_245,sync_406,sync_196,sync_310,sync_613,sync_57,sync_53,sync_588,sync_101,sync_492,sync_294,sync_240,sync_304,sync_563,sync_481,sync_102,sync_530,sync_151,sync_633,sync_316,sync_58,sync_278,sync_308,sync_480,sync_216,sync_218,sync_322,sync_158,sync_510,sync_162,sync_6,sync_199,sync_94,sync_368,sync_300,sync_358,sync_77,sync_475,sync_183,sync_629,sync_459,sync_574,sync_254,sync_13,sync_290,sync_297,add_340,del_720",1,None,None,None,41.607,None,752,262,None,0,"752,474,340,96,720","262,720,2,492,185",None,0.0,"752,474,340,96,720,270,669,41,588,336","262,720,2,492,185,131,752,326,5,961",None,0.0,"752,474,340,96,720,270,669,41,588,336,1168,891,262,423,492,185,176,405,882,100","262,720,2,492,185,131,752,326,5,961,512,281,140,270,253,882,1168,158,96,290",None,0.0,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",
74,targeted_uncategorized,None,"61,653,96,460,52,1003,732,669,99,224,945,1230,117,11,50,894,697,435,1019","61,653,96,460,52,1003,732,669,99,224,945,1230,117,11,50,894,697,435,1015",None,1,None,None,215.724,None,None,None,None,50,25,50,1,0,"50,243,25,210,190","25,205,503,141,50","50,50,50,50,50",1.0,0.676,"50,243,25,210,190,503,356,13,372,142","25,205,503,141,50,142,13,78,121,453","50,50,50,50,50,50,50,50,50,50",1.0,0.855,"50,243,25,210,190,503,356,13,372,142,223,874,90,365,358,53,31,78,141,502","25,205,503,141,50,142,13,78,121,453,53,358,365,502,615,696,84,648,306,1430","50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50",1.0,0.9,"(None, 10, 0)",None,None,"61,653,96,460,52,1003,732,669,99,224,945,1230,117,11,50,894,697,435,1019","61,653,96,460,52,1003,732,669,99,224,945,1230,117,11,50,894,697,435,277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_61,sync_653,sync_96,sync_460,sync_52,sync_1003,sync_732,sync_669,sync_99,sync_224,sync_945,sync_1230,sync_117,sync_11,sync_50,sync_894,sync_697,sync_435,add_277,del_1019",1,None,None,None,62.558,None,50,25,None,1,"50,201,432,217,190","25,205,503,141,50",None,1.0,"50,201,432,217,190,25,368,192,358,322","25,205,503,141,50,142,13,78,121,453",None,1.0,"50,201,432,217,190,25,368,192,358,322,90,230,102,572,32,248,330,240,167,694","25,205,503,141,50,142,13,78,121,453,53,358,365,502,615,696,84,648,306,1430",None,1.0,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",
75,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
76,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
77,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
78,targeted_uncategorized,None,"805,405,281,492,2,49,269,752,105,381,595,86,891,720,140,5,116,262,340,1024,354,1003","805,405,281,492,2,49,269,752,105,381,595,86,891,720,140,5,116,262,340,1024,354,513",None,1,None,None,223.764,None,None,None,None,50,956,50,1,0,"50,356,190,874,243","956,86,682,188,326","50,50,50,50,50",1.0,0.0,"50,356,190,874,243,503,696,358,90,134","956,86,682,188,326,815,1024,176,882,1104","50,50,50,50,50,50,50,50,50,50",1.0,0.0,"50,356,190,874,243,503,696,358,90,134,513,25,372,210,53,59,149,13,78,601","956,86,682,188,326,815,1024,176,882,1104,253,269,99,275,340,117,52,951,595,931","50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50",1.0,0.0,"(None, 10, 0)",None,None,"805,405,281,492,2,49,269,752,105,381,595,86,891,720,140,5,116,262,340,1024,354,1003","805,405,281,492,2,49,269,752,105,381,595,86,891,720,140,5,116,262,340,1024,354,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_805,sync_405,sync_281,sync_492,sync_2,sync_49,sync_269,sync_752,sync_105,sync_381,sync_595,sync_86,sync_891,sync_720,sync_140,sync_5,sync_116,sync_262,sync_340,sync_1024,sync_354,add_205,del_1003",1,None,None,None,38.263,None,50,956,None,1,"50,210,243,356,503","956,86,682,188,326",None,1.0,"50,210,243,356,503,874,78,141,696,13","956,86,682,188,326,815,1024,176,882,1104",None,1.0,"50,210,243,356,503,874,78,141,696,13,372,53,648,11,190,25,154,205,142,644","956,86,682,188,326,815,1024,176,882,1104,253,269,99,275,340,117,52,951,595,931",None,1.0,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",
79,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
80,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
81,targeted_uncategorized,None,"279,191,229,1124,1176,640,511,1559,847,70,517,414,632,1105,657,488,78,290,404,356,503,87,696,589,401,535,74,59,428,358,662,190,73,410,2,332,64,740,433,772,366,243,281,752,653,720,158,326,131,492","279,191,229,1124,1176,640,511,1559,847,70,517,414,632,1105,657,488,78,290,404,356,503,87,696,589,401,535,74,59,428,358,662,190,73,410,2,332,64,740,433,772,366,243,281,752,653,720,158,326,131,356",None,1,None,None,253.321,None,None,None,None,50,140,50,1,0,"50,356,1085,74,185","140,720,185,105,5","50,50,50,50,50",1.0,0.0,"50,356,1085,74,185,31,205,379,190,154","140,720,185,105,5,752,116,281,131,512","50,50,50,50,50,50,50,50,50,50",1.0,0.0,"50,356,1085,74,185,31,205,379,190,154,871,677,513,428,863,90,25,720,372,358","140,720,185,105,5,752,116,281,131,512,961,270,326,158,2,207,262,653,405,492","50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50",1.0,0.0,"(None, 10, 0)",None,None,"279,191,229,1124,1176,640,511,1559,847,70,517,414,632,1105,657,488,78,290,404,356,503,87,696,589,401,535,74,59,428,358,662,190,73,410,2,332,64,740,433,772,366,243,281,752,653,720,158,326,131,492","279,191,229,1124,1176,640,511,1559,847,70,517,414,632,1105,657,488,78,290,404,356,503,87,696,589,401,535,74,59,428,358,662,190,73,410,2,332,64,740,433,772,366,243,281,752,653,720,158,326,131,1421","sync_279,sync_191,sync_229,sync_1124,sync_1176,sync_640,sync_511,sync_1559,sync_847,sync_70,sync_517,sync_414,sync_632,sync_1105,sync_657,sync_488,sync_78,sync_290,sync_404,sync_356,sync_503,sync_87,sync_696,sync_589,sync_401,sync_535,sync_74,sync_59,sync_428,sync_358,sync_662,sync_190,sync_73,sync_410,sync_2,sync_332,sync_64,sync_740,sync_433,sync_772,sync_366,sync_243,sync_281,sync_752,sync_653,sync_720,sync_158,sync_326,sync_131,add_1421,del_492",1,None,None,None,64.69,None,223,140,None,0,"223,190,358,53,874","140,720,185,105,5",None,0.0,"223,190,358,53,874,78,393,601,13,50","140,720,185,105,5,752,116,281,131,512",None,0.564,"223,190,358,53,874,78,393,601,13,50,90,488,1197,25,338,696,141,167,356,274","140,720,185,105,5,752,116,281,131,512,961,270,326,158,2,207,262,653,405,492",None,0.773,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",
82,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
83,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
84,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
85,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
86,targeted_uncategorized,None,"424,582,97,368,35,322,550,338,89,924,432,367,558,1024,357,631,492,354,289,433,180,34,16,222,671,292,823,448,557,587,208,551,304,343,529,364,446,182,835,608,679,1049,657,174,56,435,283,818,1057,487","424,582,97,368,35,322,550,338,89,924,432,367,558,1024,357,631,492,354,289,433,180,34,16,222,671,292,823,448,557,587,208,551,304,343,529,364,446,182,835,608,679,1049,657,174,56,435,283,818,1057,50",None,1,None,None,247.417,None,None,None,None,50,984,50,1,0,"50,32,243,25,30","984,611,1241,556,718","50,50,50,50,50",1.0,0.0,"50,32,243,25,30,190,358,362,155,114","984,611,1241,556,718,511,1252,487,469,333","50,50,50,50,50,50,50,50,50,50",1.0,0.0,"50,32,243,25,30,190,358,362,155,114,874,217,315,322,489,210,2,503,433,37","984,611,1241,556,718,511,1252,487,469,333,1055,631,252,900,492,1024,2,800,240,361","50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50",1.0,0.0,"(None, 10, 0)",None,None,"424,582,97,368,35,322,550,338,89,924,432,367,558,1024,357,631,492,354,289,433,180,34,16,222,671,292,823,448,557,587,208,551,304,343,529,364,446,182,835,608,679,1049,657,174,56,435,283,818,1057,487","424,582,97,368,35,322,550,338,89,924,432,367,558,1024,357,631,492,354,289,433,180,34,16,222,671,292,823,448,557,587,208,551,304,343,529,364,446,182,835,608,679,1049,657,174,56,435,283,818,1057,50","sync_424,sync_582,sync_97,sync_368,sync_35,sync_322,sync_550,sync_338,sync_89,sync_924,sync_432,sync_367,sync_558,sync_1024,sync_357,sync_631,sync_492,sync_354,sync_289,sync_433,sync_180,sync_34,sync_16,sync_222,sync_671,sync_292,sync_823,sync_448,sync_557,sync_587,sync_208,sync_551,sync_304,sync_343,sync_529,sync_364,sync_446,sync_182,sync_835,sync_608,sync_679,sync_1049,sync_657,sync_174,sync_56,sync_435,sync_283,sync_818,sync_1057,add_50,del_487",1,None,None,None,2.483,None,50,984,None,1,"50,32,243,25,30","984,611,1241,556,718",None,1.0,"50,32,243,25,30,190,358,362,155,114","984,611,1241,556,718,511,1252,487,469,333",None,1.0,"50,32,243,25,30,190,358,362,155,114,874,217,315,322,489,210,2,503,433,37","984,611,1241,556,718,511,1252,487,469,333,1055,631,252,900,492,1024,2,800,240,361",None,1.0,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",
87,targeted_uncategorized,None,"73,492,569,290,2,140,361,61,96,864,1003,332,252,816,275,900,460,732,683","73,492,569,290,2,140,361,61,96,864,1003,332,252,816,275,900,460,732,676",None,1,None,None,219.071,None,None,None,None,50,141,50,1,0,"50,1363,503,356,190","141,356,502,78,53","50,50,50,50,50",1.0,0.0,"50,1363,503,356,190,59,696,666,90,25","141,356,502,78,53,666,503,31,13,190","50,50,50,50,50,50,50,50,50,50",1.0,0.0,"50,1363,503,356,190,59,696,666,90,25,874,358,53,1070,78,372,523,900,401,676","141,356,502,78,53,666,503,31,13,190,90,25,50,1197,358,243,121,189,874,372","50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50",1.0,0.709,"(None, 10, 0)",None,None,"73,492,569,290,2,140,361,61,96,864,1003,332,252,816,275,900,460,732,683","73,492,569,290,2,140,361,61,96,864,1003,332,252,816,275,900,460,732,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_73,sync_492,sync_569,sync_290,sync_2,sync_140,sync_361,sync_61,sync_96,sync_864,sync_1003,sync_332,sync_252,sync_816,sync_275,sync_900,sync_460,sync_732,add_118,del_683",1,None,None,None,50.831,None,176,141,None,0,"176,275,332,900,669","141,356,502,78,53",None,0.0,"176,275,332,900,669,52,145,571,377,361","141,356,502,78,53,666,503,31,13,190",None,0.0,"176,275,332,900,669,52,145,571,377,361,118,737,1003,44,99,815,405,61,1024,340","141,356,502,78,53,666,503,31,13,190,90,25,50,1197,358,243,121,189,874,372",None,0.0,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",
88,targeted_uncategorized,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"(None, 10, 0)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,True,SASRec,ml-100k,50,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted_uncategorized,True,0.5,"Fri, 07 Feb 2025 19:19:33",EmptyDatasetError
