i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,split,status,score,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,aligned_gt@1,gt@1,preds_gt@1,score@1,aligned_gt@5,gt@5,preds_gt@5,score@5,aligned_gt@10,gt@10,preds_gt@10,score@10,aligned_gt@20,gt@20,preds_gt@20,score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
66,genetic,None,"2825,2165,39,1816,218,23,2644,715,98,734,210,1894,991,2502,97,947,78,999,663,221,125,133,377,65,61,114,994,278,190,749,539,215,63,161,776","2825,2165,39,1816,218,23,2644,715,98,734,210,1894,991,2502,97,947,78,999,663,221,125,133,377,65,61,114,994,278,190,749,539,215,63,169,776",None,1,None,None,197.424,None,None,None,None,65,156,None,0,None,"65,27,114,190,63","156,63,190,529,433",None,0.138,None,"65,27,114,190,63,133,98,644,45,125","156,63,190,529,433,114,161,120,133,647",None,0.126,None,"65,27,114,190,63,133,98,644,45,125,218,647,278,529,61,215,1019,156,715,23","156,63,190,529,433,114,161,120,133,647,539,776,1059,1019,61,749,763,971,606,278",None,0.157,None,"(None, 10, 0)",None,None,"2825,2165,39,1816,218,23,2644,715,98,734,210,1894,991,2502,97,947,78,999,663,221,125,133,377,65,61,114,994,278,190,749,539,215,63,161,776","2825,2165,39,1816,218,23,2644,715,98,734,210,1894,991,2502,97,947,78,999,663,221,125,133,377,65,61,114,994,278,190,749,539,215,63,161,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_2825,sync_2165,sync_39,sync_1816,sync_218,sync_23,sync_2644,sync_715,sync_98,sync_734,sync_210,sync_1894,sync_991,sync_2502,sync_97,sync_947,sync_78,sync_999,sync_663,sync_221,sync_125,sync_133,sync_377,sync_65,sync_61,sync_114,sync_994,sync_278,sync_190,sync_749,sync_539,sync_215,sync_63,sync_161,add_1,del_776",1,None,None,None,212.719,None,45,156,None,0,"45,125,612,98,128","156,63,190,529,433",None,0.0,"45,125,612,98,128,670,65,133,27,715","156,63,190,529,433,114,161,120,133,647",None,0.033,"45,125,612,98,128,670,65,133,27,715,23,744,435,210,24,61,663,995,129,49","156,63,190,529,433,114,161,120,133,647,539,776,1059,1019,61,749,763,971,606,278",None,0.039,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
67,genetic,None,"220,932,801,881,39,673,892,1106,445,749,15,500,510,1713,729,114,464,407,417,2,1334,1336,51,520,237,854,920,549,2280,285,4,1694,100,832,434,2092,1673,1999,518,196,174,2816,2806,60,118,203,1268,1316,147,1651","220,932,801,881,39,673,892,1106,445,749,15,500,510,1713,729,114,464,407,417,2,1334,1336,51,520,237,854,920,549,2280,285,4,1694,100,832,434,2092,1673,1999,518,196,174,2816,2806,60,118,203,1268,1316,147,1617",None,1,None,None,208.206,None,None,None,None,670,69,None,0,None,"670,1486,2092,262,490","69,238,832,2092,1158",None,0.073,None,"670,1486,2092,262,490,662,796,247,44,1264","69,238,832,2092,1158,500,533,1888,950,388",None,0.047,None,"670,1486,2092,262,490,662,796,247,44,1264,435,168,2344,2716,1093,467,959,277,129,1487","69,238,832,2092,1158,500,533,1888,950,388,532,1264,1106,523,4,1486,520,407,1651,542",None,0.046,None,"(None, 10, 0)",None,None,"220,932,801,881,39,673,892,1106,445,749,15,500,510,1713,729,114,464,407,417,2,1334,1336,51,520,237,854,920,549,2280,285,4,1694,100,832,434,2092,1673,1999,518,196,174,2816,2806,60,118,203,1268,1316,147,1651","220,932,801,881,39,673,892,1106,445,749,15,500,510,1713,729,114,464,407,417,2,1334,1336,51,520,237,854,920,549,2280,285,4,1694,100,832,434,2092,1673,1999,518,196,174,2816,2806,60,118,203,1268,1316,147,1","sync_220,sync_932,sync_801,sync_881,sync_39,sync_673,sync_892,sync_1106,sync_445,sync_749,sync_15,sync_500,sync_510,sync_1713,sync_729,sync_114,sync_464,sync_407,sync_417,sync_2,sync_1334,sync_1336,sync_51,sync_520,sync_237,sync_854,sync_920,sync_549,sync_2280,sync_285,sync_4,sync_1694,sync_100,sync_832,sync_434,sync_2092,sync_1673,sync_1999,sync_518,sync_196,sync_174,sync_2816,sync_2806,sync_60,sync_118,sync_203,sync_1268,sync_1316,sync_147,add_1,del_1651",1,None,None,None,141.501,None,662,69,None,0,"662,670,435,168,125","69,238,832,2092,1158",None,0.0,"662,670,435,168,125,8,245,421,1,995","69,238,832,2092,1158,500,533,1888,950,388",None,0.0,"662,670,435,168,125,8,245,421,1,995,45,862,612,140,68,129,97,630,487,207","69,238,832,2092,1158,500,533,1888,950,388,532,1264,1106,523,4,1486,520,407,1651,542",None,0.0,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
68,genetic,None,"2150,60,124,1575,549,13,144,169,53,571,1050,107,514,143,705,2081,2426,75,521,1164,35,1869,15,720,45,128,65,152,211,151,196,79,91,647,712,588,146,28,734,1273,201,219,187,206,844,648,676,181,1082,1083","2150,60,124,1575,549,13,144,169,53,571,1050,107,514,143,705,2081,2426,75,521,1164,35,1869,15,720,45,128,65,152,211,151,196,79,91,647,712,588,146,28,734,1273,201,219,187,206,844,648,676,181,1802,1083",None,1,None,None,208.431,None,None,None,None,201,1082,None,0,None,"201,124,1394,151,1089","1082,187,181,1083,1085",None,0.0,None,"201,124,1394,151,1089,1605,1231,1082,793,197","1082,187,181,1083,1085,124,588,201,1089,206",None,0.065,None,"201,124,1394,151,1089,1605,1231,1082,793,197,126,386,206,462,181,559,1272,118,161,712","1082,187,181,1083,1085,124,588,201,1089,206,1276,128,1605,936,1042,648,125,1697,777,1851",None,0.062,None,"(None, 10, 0)",None,None,"2150,60,124,1575,549,13,144,169,53,571,1050,107,514,143,705,2081,2426,75,521,1164,35,1869,15,720,45,128,65,152,211,151,196,79,91,647,712,588,146,28,734,1273,201,219,187,206,844,648,676,181,1082,1083","2150,60,124,1575,549,13,144,169,53,571,1050,107,514,143,705,2081,2426,75,521,1164,35,1869,15,720,45,128,65,152,211,151,196,79,91,647,712,588,146,28,734,1273,201,219,187,206,844,648,676,181,1082,5","sync_2150,sync_60,sync_124,sync_1575,sync_549,sync_13,sync_144,sync_169,sync_53,sync_571,sync_1050,sync_107,sync_514,sync_143,sync_705,sync_2081,sync_2426,sync_75,sync_521,sync_1164,sync_35,sync_1869,sync_15,sync_720,sync_45,sync_128,sync_65,sync_152,sync_211,sync_151,sync_196,sync_79,sync_91,sync_647,sync_712,sync_588,sync_146,sync_28,sync_734,sync_1273,sync_201,sync_219,sync_187,sync_206,sync_844,sync_648,sync_676,sync_181,sync_1082,add_5,del_1083",1,None,None,None,190.498,None,201,1082,None,0,"201,206,61,718,151","1082,187,181,1083,1085",None,0.0,"201,206,61,718,151,559,679,623,648,386","1082,187,181,1083,1085,124,588,201,1089,206",None,0.016,"201,206,61,718,151,559,679,623,648,386,208,20,59,742,196,588,674,27,387,578","1082,187,181,1083,1085,124,588,201,1089,206,1276,128,1605,936,1042,648,125,1697,777,1851",None,0.019,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
69,genetic,None,"128,152,872,129,91,61,221,1587,493,45,539,78,663,1006,97,600,749,23,1009,27,1059,215,715,1019,587,644,278,161,969,645,1002,87,2367,134,620,975,120,763,1711,990,2374,1076,565,1134","128,152,872,129,91,61,221,1587,493,45,539,78,663,1006,97,600,749,23,1009,27,1059,215,715,1019,587,644,278,161,969,645,1002,87,2367,134,620,975,120,763,1711,990,2374,1006,565,1134",None,1,None,None,206.449,None,None,None,None,755,739,None,0,None,"755,739,744,1725,768","739,1725,755,642,763",None,0.297,None,"755,739,744,1725,768,969,556,1120,995,539","739,1725,755,642,763,684,1076,744,556,1251",None,0.227,None,"755,739,744,1725,768,969,556,1120,995,539,604,738,1723,113,99,1005,663,776,1711,161","739,1725,755,642,763,684,1076,744,556,1251,1191,1134,1724,969,930,1723,1675,134,768,1210",None,0.161,None,"(None, 10, 0)",None,None,"128,152,872,129,91,61,221,1587,493,45,539,78,663,1006,97,600,749,23,1009,27,1059,215,715,1019,587,644,278,161,969,645,1002,87,2367,134,620,975,120,763,1711,990,2374,1076,565,1134","128,152,872,129,91,61,221,1587,493,45,539,78,663,1006,97,600,749,23,1009,27,1059,215,715,1019,587,644,278,161,969,645,1002,87,2367,134,620,975,120,763,1711,990,2374,1076,565,1,-1,-1,-1,-1,-1,-1","sync_128,sync_152,sync_872,sync_129,sync_91,sync_61,sync_221,sync_1587,sync_493,sync_45,sync_539,sync_78,sync_663,sync_1006,sync_97,sync_600,sync_749,sync_23,sync_1009,sync_27,sync_1059,sync_215,sync_715,sync_1019,sync_587,sync_644,sync_278,sync_161,sync_969,sync_645,sync_1002,sync_87,sync_2367,sync_134,sync_620,sync_975,sync_120,sync_763,sync_1711,sync_990,sync_2374,sync_1076,sync_565,add_1,del_1134",1,None,None,None,230.637,None,612,739,None,0,"612,45,744,560,125","739,1725,755,642,763",None,0.0,"612,45,744,560,125,995,663,670,97,999","739,1725,755,642,763,684,1076,744,556,1251",None,0.012,"612,45,744,560,125,995,663,670,97,999,421,662,98,1450,210,1159,1725,739,1242,961","739,1725,755,642,763,684,1076,744,556,1251,1191,1134,1724,969,930,1723,1675,134,768,1210",None,0.021,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
70,genetic,None,"8,600,1513,1195,566,46,702,1002,425,1530,1043,586,1642,757,1298,734,171,117,1211,200,712,184,624,617,1795,710,1692,169,1309,5,1501,689,1252,199,723,756,538,604,815,626,386,1349,638,1311,520,406,1713,69,1847,820","8,600,1513,1195,566,46,702,1002,425,1530,1043,586,1642,757,1298,734,171,117,1211,200,712,184,624,617,1795,710,1692,169,1309,5,1501,689,1252,199,723,756,538,604,815,626,386,1349,638,1311,520,406,1193,69,1847,820",None,1,None,None,208.242,None,None,None,None,69,532,None,0,None,"69,532,4,238,832","532,69,4,500,105",None,0.446,None,"69,532,4,238,832,500,542,534,520,2092","532,69,4,500,105,406,185,517,2092,523",None,0.354,None,"69,532,4,238,832,500,542,534,520,2092,1158,523,1106,407,517,350,185,1000,1888,406","532,69,4,500,105,406,185,517,2092,523,832,520,886,1936,534,2241,752,179,1264,542",None,0.278,None,"(None, 10, 0)",None,None,"8,600,1513,1195,566,46,702,1002,425,1530,1043,586,1642,757,1298,734,171,117,1211,200,712,184,624,617,1795,710,1692,169,1309,5,1501,689,1252,199,723,756,538,604,815,626,386,1349,638,1311,520,406,1713,69,1847,820","8,600,1513,1195,566,46,702,1002,425,1530,1043,586,1642,757,1298,734,171,117,1211,200,712,184,624,617,1795,710,1692,169,1309,5,1501,689,1252,199,723,756,538,604,815,626,386,1349,638,1311,520,406,1713,69,1847,3155","sync_8,sync_600,sync_1513,sync_1195,sync_566,sync_46,sync_702,sync_1002,sync_425,sync_1530,sync_1043,sync_586,sync_1642,sync_757,sync_1298,sync_734,sync_171,sync_117,sync_1211,sync_200,sync_712,sync_184,sync_624,sync_617,sync_1795,sync_710,sync_1692,sync_169,sync_1309,sync_5,sync_1501,sync_689,sync_1252,sync_199,sync_723,sync_756,sync_538,sync_604,sync_815,sync_626,sync_386,sync_1349,sync_638,sync_1311,sync_520,sync_406,sync_1713,sync_69,sync_1847,add_3155,del_820",1,None,None,None,158.883,None,69,532,None,0,"69,238,532,832,500","532,69,4,500,105",None,0.293,"69,238,532,832,500,542,4,520,1106,950","532,69,4,500,105,406,185,517,2092,523",None,0.212,"69,238,532,832,500,542,4,520,1106,950,2092,1888,350,1486,838,518,1158,1264,534,388","532,69,4,500,105,406,185,517,2092,523,832,520,886,1936,534,2241,752,179,1264,542",None,0.19,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
71,genetic,None,"613,393,1798,2728,1416,1250,2092,1705,45,125,670,1093,49,720,2618,216,1110,200,98,137,1476,210,218,214,213,6,133,217,729,1155,547,7","613,393,1798,2728,1416,1250,2092,1705,45,125,670,1093,49,720,2618,216,1110,200,98,137,1476,210,218,214,213,6,133,217,729,1815,547,7",None,1,None,None,194.02,None,None,None,None,1229,187,None,0,None,"1229,211,187,218,715","187,217,1155,152,211",None,0.146,None,"1229,211,187,218,715,210,128,1110,214,125","187,217,1155,152,211,1476,93,79,756,140",None,0.095,None,"1229,211,187,218,715,210,128,1110,214,125,140,65,213,49,217,665,152,991,1476,98","187,217,1155,152,211,1476,93,79,756,140,588,157,1229,715,729,133,7,65,213,58",None,0.112,None,"(None, 10, 0)",None,None,"613,393,1798,2728,1416,1250,2092,1705,45,125,670,1093,49,720,2618,216,1110,200,98,137,1476,210,218,214,213,6,133,217,729,1155,547,7","613,393,1798,2728,1416,1250,2092,1705,45,125,670,1093,49,720,2618,216,1110,200,98,137,1476,210,218,214,213,6,133,217,729,1155,547,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_613,sync_393,sync_1798,sync_2728,sync_1416,sync_1250,sync_2092,sync_1705,sync_45,sync_125,sync_670,sync_1093,sync_49,sync_720,sync_2618,sync_216,sync_1110,sync_200,sync_98,sync_137,sync_1476,sync_210,sync_218,sync_214,sync_213,sync_6,sync_133,sync_217,sync_729,sync_1155,sync_547,add_15,del_7",1,None,None,None,127.171,None,1155,187,None,0,"1155,218,214,65,217","187,217,1155,152,211",None,0.11,"1155,218,214,65,217,749,98,200,46,27","187,217,1155,152,211,1476,93,79,756,140",None,0.071,"1155,218,214,65,217,749,98,200,46,27,720,756,133,644,63,45,211,187,212,152","187,217,1155,152,211,1476,93,79,756,140,588,157,1229,715,729,133,7,65,213,58",None,0.083,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
72,genetic,None,"1974,49,1086,770,1,2448,257,373,318,2479,17,877,899,2238,945,1649,455,1769,70,61,1794","1974,49,1086,770,1,2448,257,373,318,2479,1,877,899,2238,945,1649,455,1769,70,61,1794",None,1,None,None,183.225,None,None,None,None,373,436,None,0,None,"373,436,1709,318,70","436,373,1709,791,70",None,0.577,None,"373,436,1709,318,70,455,502,105,791,4","436,373,1709,791,70,318,455,502,316,509",None,0.488,None,"373,436,1709,318,70,455,502,105,791,4,509,185,316,909,920,877,2238,135,913,2058","436,373,1709,791,70,318,455,502,316,509,909,4,920,105,877,185,135,2238,1031,353",None,0.443,None,"(None, 10, 0)",None,None,"1974,49,1086,770,1,2448,257,373,318,2479,17,877,899,2238,945,1649,455,1769,70,61,1794","1974,49,1086,770,1,2448,257,373,318,2479,17,877,899,2238,945,1649,455,1769,70,61,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1974,sync_49,sync_1086,sync_770,sync_1,sync_2448,sync_257,sync_373,sync_318,sync_2479,sync_17,sync_877,sync_899,sync_2238,sync_945,sync_1649,sync_455,sync_1769,sync_70,sync_61,add_23,del_1794",1,None,None,None,264.143,None,105,436,None,0,"105,185,353,135,734","436,373,1709,791,70",None,0.0,"105,185,353,135,734,791,39,318,274,278","436,373,1709,791,70,318,455,502,316,509",None,0.058,"105,185,353,135,734,791,39,318,274,278,5,45,789,61,1349,516,264,455,69,867","436,373,1709,791,70,318,455,502,316,509,909,4,920,105,877,185,135,2238,1031,353",None,0.05,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
73,genetic,None,"946,284,480,54,507,157,418,454,2162,313,1756,1097,413,436,528,1107,492,384,551,331,1982,1630,511,438,325,124,142,366,503,60,476,146,76,378,485,509,260,796,1489,129,68,259,135,168,281,39,337,195,543,372","946,284,480,54,507,157,418,454,2162,313,1756,1097,413,436,528,1107,492,384,551,331,1982,1630,511,438,325,124,142,366,503,60,476,146,76,378,485,509,260,796,1489,129,68,259,135,168,281,39,337,953,543,372",None,1,None,None,209.061,None,None,None,None,69,281,None,0,None,"69,245,168,500,318","281,93,40,152,327",None,0.0,None,"69,245,168,500,318,52,129,105,4,260","281,93,40,152,327,49,492,117,530,438",None,0.0,None,"69,245,168,500,318,52,129,105,4,260,86,525,39,281,247,238,257,832,507,532","281,93,40,152,327,49,492,117,530,438,337,382,507,439,377,245,284,510,157,375",None,0.018,None,"(None, 10, 0)",None,None,"946,284,480,54,507,157,418,454,2162,313,1756,1097,413,436,528,1107,492,384,551,331,1982,1630,511,438,325,124,142,366,503,60,476,146,76,378,485,509,260,796,1489,129,68,259,135,168,281,39,337,195,543,372","946,284,480,54,507,157,418,454,2162,313,1756,1097,413,436,528,1107,492,384,551,331,1982,1630,511,438,325,124,142,366,503,60,476,146,76,378,485,509,260,796,1489,129,68,259,135,168,281,39,337,195,543,1","sync_946,sync_284,sync_480,sync_54,sync_507,sync_157,sync_418,sync_454,sync_2162,sync_313,sync_1756,sync_1097,sync_413,sync_436,sync_528,sync_1107,sync_492,sync_384,sync_551,sync_331,sync_1982,sync_1630,sync_511,sync_438,sync_325,sync_124,sync_142,sync_366,sync_503,sync_60,sync_476,sync_146,sync_76,sync_378,sync_485,sync_509,sync_260,sync_796,sync_1489,sync_129,sync_68,sync_259,sync_135,sync_168,sync_281,sync_39,sync_337,sync_195,sync_543,add_1,del_372",1,None,None,None,153.692,None,245,281,None,0,"245,68,281,168,49","281,93,40,152,327",None,0.113,"245,68,281,168,49,129,24,382,52,530","281,93,40,152,327,49,492,117,530,438",None,0.146,"245,68,281,168,49,129,24,382,52,530,125,105,106,384,506,276,260,148,8,1467","281,93,40,152,327,49,492,117,530,438,337,382,507,439,377,245,284,510,157,375",None,0.104,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
74,genetic,None,"1,2266,468,802,1260,651,652,1856,105,369,863,353,513,789,874,877,279,909,516,928,945,185,1936,867,5,791,232,1997,780,70,509,1709,933,1559,937,355,1691","1,2266,468,802,1260,651,652,1856,105,369,863,353,513,789,874,877,279,909,516,928,945,185,1936,867,5,791,232,1997,780,70,509,1709,933,1559,947,355,1691",None,1,None,None,199.64,None,None,None,None,274,791,None,0,None,"274,1136,791,937,295","791,274,1136,937,364",None,0.451,None,"274,1136,791,937,295,878,5,502,942,882","791,274,1136,937,364,509,232,502,70,920",None,0.362,None,"274,1136,791,937,295,878,5,502,942,882,364,1151,924,455,734,232,920,318,70,309","791,274,1136,937,364,509,232,502,70,920,867,878,933,5,353,942,436,279,455,516",None,0.275,None,"(None, 10, 0)",None,None,"1,2266,468,802,1260,651,652,1856,105,369,863,353,513,789,874,877,279,909,516,928,945,185,1936,867,5,791,232,1997,780,70,509,1709,933,1559,937,355,1691","1,2266,468,802,1260,651,652,1856,105,369,863,353,513,789,874,877,279,909,516,928,945,185,1936,867,5,791,232,1997,780,70,509,1709,933,1559,937,355,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1,sync_2266,sync_468,sync_802,sync_1260,sync_651,sync_652,sync_1856,sync_105,sync_369,sync_863,sync_353,sync_513,sync_789,sync_874,sync_877,sync_279,sync_909,sync_516,sync_928,sync_945,sync_185,sync_1936,sync_867,sync_5,sync_791,sync_232,sync_1997,sync_780,sync_70,sync_509,sync_1709,sync_933,sync_1559,sync_937,sync_355,add_8,del_1691",1,None,None,None,155.851,None,791,791,None,1,"791,274,516,867,353","791,274,1136,937,364",None,0.553,"791,274,516,867,353,509,789,5,232,316","791,274,1136,937,364,509,232,502,70,920",None,0.462,"791,274,516,867,353,509,789,5,232,316,318,455,70,1136,933,279,4,436,69,1559","791,274,1136,937,364,509,232,502,70,920,867,878,933,5,353,942,436,279,455,516",None,0.372,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
75,genetic,None,"899,453,2265,1483,524,872,149,815,874,912,1059,145,557,984,1993,289,606,1959,2478,1203,739,397,1136,1146,791,2476,585,648,1399,1260,794,823,2675,2505,1191,911,2780,2655,684,1841,1204,700,328,108,182,565,3091,2136,878,1064","899,453,2265,1483,524,872,149,815,874,912,1059,145,557,984,1993,289,606,1959,2478,1203,739,397,1136,1146,791,2476,585,648,1399,1260,794,823,2675,2505,1191,911,2780,2655,684,1841,1204,700,328,108,182,555,3091,2136,878,1064",None,1,None,None,208.37,None,None,None,None,878,1064,None,0,None,"878,1064,915,911,1656","1064,1104,1386,930,1656",None,0.301,None,"878,1064,915,911,1656,1329,1104,2386,1422,1718","1064,1104,1386,930,1656,1727,328,1185,565,1724",None,0.218,None,"878,1064,915,911,1656,1329,1104,2386,1422,1718,930,1386,1958,1727,565,1185,1724,328,2136,1210","1064,1104,1386,930,1656,1727,328,1185,565,1724,878,1329,2428,1086,1085,1067,1958,1103,915,1718",None,0.202,None,"(None, 10, 0)",None,None,"899,453,2265,1483,524,872,149,815,874,912,1059,145,557,984,1993,289,606,1959,2478,1203,739,397,1136,1146,791,2476,585,648,1399,1260,794,823,2675,2505,1191,911,2780,2655,684,1841,1204,700,328,108,182,565,3091,2136,878,1064","899,453,2265,1483,524,872,149,815,874,912,1059,145,557,984,1993,289,606,1959,2478,1203,739,397,1136,1146,791,2476,585,648,1399,1260,794,823,2675,2505,1191,911,2780,2655,684,1841,1204,700,328,108,182,565,3091,2136,878,1","sync_899,sync_453,sync_2265,sync_1483,sync_524,sync_872,sync_149,sync_815,sync_874,sync_912,sync_1059,sync_145,sync_557,sync_984,sync_1993,sync_289,sync_606,sync_1959,sync_2478,sync_1203,sync_739,sync_397,sync_1136,sync_1146,sync_791,sync_2476,sync_585,sync_648,sync_1399,sync_1260,sync_794,sync_823,sync_2675,sync_2505,sync_1191,sync_911,sync_2780,sync_2655,sync_684,sync_1841,sync_1204,sync_700,sync_328,sync_108,sync_182,sync_565,sync_3091,sync_2136,sync_878,add_1,del_1064",1,None,None,None,289.988,None,168,1064,None,0,"168,662,670,129,245","1064,1104,1386,930,1656",None,0.0,"168,662,670,129,245,24,1,435,8,52","1064,1104,1386,930,1656,1727,328,1185,565,1724",None,0.0,"168,662,670,129,245,24,1,435,8,52,106,260,10,68,421,105,487,48,125,207","1064,1104,1386,930,1656,1727,328,1185,565,1724,878,1329,2428,1086,1085,1067,1958,1103,915,1718",None,0.0,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
76,genetic,None,"405,1418,1476,1155,63,121,858,288,168,72,276,93,1099,1311,98,157,83,836,557,658,510,99,200,524,789,791,20,568,125,376,1110,837,108,152,147,349,114,1656,2265,266,642,120,647,897,135,746,691,58,2292,2262","405,1418,1476,1155,63,121,858,288,168,72,276,93,1099,1311,98,157,83,836,557,658,510,99,200,524,789,791,20,568,125,376,1110,837,108,152,147,349,114,1656,2265,266,642,120,647,897,135,746,618,58,2292,2262",None,1,None,None,209.191,None,None,None,None,648,118,None,0,None,"648,1019,118,190,133","118,376,156,147,433",None,0.113,None,"648,1019,118,190,133,156,588,206,490,904","118,376,156,147,433,121,149,190,904,59",None,0.148,None,"648,1019,118,190,133,156,588,206,490,904,376,433,149,196,128,59,161,187,63,256","118,376,156,147,433,121,149,190,904,59,648,265,61,151,133,844,161,196,146,114",None,0.171,None,"(None, 10, 0)",None,None,"405,1418,1476,1155,63,121,858,288,168,72,276,93,1099,1311,98,157,83,836,557,658,510,99,200,524,789,791,20,568,125,376,1110,837,108,152,147,349,114,1656,2265,266,642,120,647,897,135,746,691,58,2292,2262","405,1418,1476,1155,63,121,858,288,168,72,276,93,1099,1311,98,157,83,836,557,658,510,99,200,524,789,791,20,568,125,376,1110,837,108,152,147,349,114,1656,2265,266,642,120,647,897,135,746,691,58,2292,1","sync_405,sync_1418,sync_1476,sync_1155,sync_63,sync_121,sync_858,sync_288,sync_168,sync_72,sync_276,sync_93,sync_1099,sync_1311,sync_98,sync_157,sync_83,sync_836,sync_557,sync_658,sync_510,sync_99,sync_200,sync_524,sync_789,sync_791,sync_20,sync_568,sync_125,sync_376,sync_1110,sync_837,sync_108,sync_152,sync_147,sync_349,sync_114,sync_1656,sync_2265,sync_266,sync_642,sync_120,sync_647,sync_897,sync_135,sync_746,sync_691,sync_58,sync_2292,add_1,del_2262",1,None,None,None,154.945,None,125,118,None,0,"125,670,168,662,8","118,376,156,147,433",None,0.0,"125,670,168,662,8,45,435,245,128,129","118,376,156,147,433,121,149,190,904,59",None,0.0,"125,670,168,662,8,45,435,245,128,129,207,421,281,24,1,68,612,175,52,148","118,376,156,147,433,121,149,190,904,59,648,265,61,151,133,844,161,196,146,114",None,0.0,True,BERT4Rec,ml-1m,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Fri, 31 Jan 2025 17:46:07"
